,run_dir,shift,accuracy_mean,accuracy_std,loss_mean,loss_std
0,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-8,0.9988290667533875,0.03421929478645325,0.006285823881626129,0.1715766340494156
1,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-7,0.9988290667533875,0.03421929478645325,0.006392170675098896,0.16858792304992676
2,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-6,0.9988290667533875,0.03421929478645325,0.003094471525400877,0.08275380730628967
3,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-5,0.9988290667533875,0.03421929478645325,0.0026735689025372267,0.06535159051418304
4,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-4,0.9988290667533875,0.03421929478645325,0.004160626791417599,0.09283711761236191
5,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-3,0.9988290667533875,0.03421929478645325,0.0066392929293215275,0.15892648696899414
6,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-2,0.9988290667533875,0.03421929478645325,0.00801400002092123,0.2243329882621765
7,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,-1,0.9988290667533875,0.03421929478645325,0.007435706444084644,0.21350565552711487
8,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,0,0.9988290667533875,0.03421929478645325,0.0058355811052024364,0.15896472334861755
9,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,1,0.9964871406555176,0.05920003354549408,0.008550482802093029,0.1521928757429123
10,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,2,0.9953161478042603,0.06831813603639603,0.013743595220148563,0.22228392958641052
11,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,3,0.9964871406555176,0.05920003354549408,0.014562265016138554,0.2422090470790863
12,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,4,0.9976580739021301,0.04836501553654671,0.006493363995105028,0.11644052714109421
13,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,5,0.9976580739021301,0.04836501553654671,0.0034168001729995012,0.058296773582696915
14,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,6,0.9976580739021301,0.04836501553654671,0.0059153614565730095,0.10998991131782532
15,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,7,0.9976580739021301,0.04836501553654671,0.007779237348586321,0.173555389046669
16,lightning_logs/fixed/content_relative/RelativePerformer_MNIST_linear_redraw1000,8,0.9988290667533875,0.03421929478645325,0.006457755342125893,0.165971577167511
17,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-8,0.9976580739021301,0.04836501553654671,0.010146688669919968,0.21691899001598358
18,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-7,0.9976580739021301,0.04836501553654671,0.009667305275797844,0.2139030545949936
19,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-6,0.9976580739021301,0.04836501553654671,0.009639626368880272,0.2136603742837906
20,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-5,0.9976580739021301,0.04836501553654671,0.009637897834181786,0.21365118026733398
21,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-4,0.9976580739021301,0.04836501553654671,0.00963788665831089,0.2136509120464325
22,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-3,0.9976580739021301,0.04836501553654671,0.009637890383601189,0.21365106105804443
23,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-2,0.9976580739021301,0.04836501553654671,0.009637890383601189,0.21365121006965637
24,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,-1,0.9976580739021301,0.04836501553654671,0.009637894108891487,0.21365121006965637
25,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,0,0.9976580739021301,0.04836501553654671,0.009637895971536636,0.2136511653661728
26,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,1,0.9976580739021301,0.04836501553654671,0.009637882933020592,0.21365098655223846
27,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,2,0.9976580739021301,0.04836501553654671,0.009637878276407719,0.21365082263946533
28,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,3,0.9976580739021301,0.04836501553654671,0.009637890383601189,0.21365109086036682
29,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,4,0.9976580739021301,0.04836501553654671,0.009637892246246338,0.2136511206626892
30,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,5,0.9976580739021301,0.04836501553654671,0.009638004936277866,0.21365153789520264
31,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,6,0.9976580739021301,0.04836501553654671,0.009668792597949505,0.21375219523906708
32,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,7,0.9964871406555176,0.05920003354549408,0.010504089295864105,0.21783937513828278
33,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist2,8,0.9964871406555176,0.05920003354549408,0.00960088986903429,0.21687069535255432
34,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-8,0.9918032884597778,0.09021677076816559,0.04302138835191727,0.5316497087478638
35,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-7,0.9918032884597778,0.09021677076816559,0.0370856449007988,0.48578405380249023
36,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-6,0.9918032884597778,0.09021677076816559,0.03587024658918381,0.4818909168243408
37,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-5,0.9918032884597778,0.09021677076816559,0.03556299954652786,0.4750940799713135
38,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-4,0.9918032884597778,0.09021677076816559,0.03466830030083656,0.46076148748397827
39,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-3,0.9918032884597778,0.09021677076816559,0.03412957489490509,0.4528704881668091
40,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-2,0.9918032884597778,0.09021677076816559,0.033960971981287,0.4504357576370239
41,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,-1,0.9918032884597778,0.09021677076816559,0.033933501690626144,0.4500162899494171
42,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,0,0.9918032884597778,0.09021677076816559,0.03393156826496124,0.44998976588249207
43,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,1,0.9918032884597778,0.09021677076816559,0.033930547535419464,0.4499811828136444
44,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,2,0.9918032884597778,0.09021677076816559,0.03392975404858589,0.45003199577331543
45,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,3,0.9918032884597778,0.09021677076816559,0.033864330500364304,0.44955185055732727
46,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,4,0.9918032884597778,0.09021677076816559,0.03326765075325966,0.4431682229042053
47,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,5,0.9918032884597778,0.09021677076816559,0.03087109886109829,0.41607701778411865
48,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,6,0.9918032884597778,0.09021677076816559,0.029754795134067535,0.40166664123535156
49,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,7,0.9906322956085205,0.09638883173465729,0.03580746054649353,0.43663424253463745
50,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist4,8,0.9871194362640381,0.11282534897327423,0.043264470994472504,0.408149778842926
51,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-8,0.9789227247238159,0.1437261998653412,0.08283628523349762,0.51691073179245
52,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-7,0.9918032884597778,0.09021677076816559,0.040914181619882584,0.41313815116882324
53,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-6,0.9929742217063904,0.08357378840446472,0.026211215183138847,0.3066938817501068
54,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-5,0.9953161478042603,0.06831813603639603,0.01918654888868332,0.2392769455909729
55,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-4,0.9953161478042603,0.06831813603639603,0.01681152731180191,0.2176872044801712
56,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-3,0.9953161478042603,0.06831813603639603,0.015996210277080536,0.206705704331398
57,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-2,0.9953161478042603,0.06831813603639603,0.016463110223412514,0.21297557651996613
58,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,-1,0.9953161478042603,0.06831813603639603,0.01703907549381256,0.22207804024219513
59,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,0,0.9953161478042603,0.06831813603639603,0.01712857559323311,0.22447246313095093
60,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,1,0.9953161478042603,0.06831813603639603,0.01691260375082493,0.22348269820213318
61,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,2,0.9953161478042603,0.06831813603639603,0.01649145968258381,0.22071649134159088
62,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,3,0.9953161478042603,0.06831813603639603,0.015971602872014046,0.2167154997587204
63,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,4,0.9953161478042603,0.06831813603639603,0.01614912413060665,0.21917344629764557
64,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,5,0.9941452145576477,0.0763370543718338,0.01901853457093239,0.242843359708786
65,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,6,0.9929742217063904,0.08357378840446472,0.02763328328728676,0.28781306743621826
66,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,7,0.9800936579704285,0.13976027071475983,0.052229102700948715,0.3924660086631775
67,lightning_logs/clipped_relative/ClippedRelativePerformer_MNIST_linear_dist6,8,0.9648711681365967,0.18421322107315063,0.12127300351858139,0.5490954518318176
